Sample Name, AUS25x23_12G
Freq, 12, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
3.430000E-5,-6.481000E+2,-1.014220E-5,-1.881280E-7,1.014394E-5,-1.789373E+2,
6.008790E-2,-6.481000E+2,-1.014220E-5,-1.881280E-7,1.014394E-5,-1.789373E+2,
2.604477E-1,-6.493000E+2,-1.015710E-5,-1.881280E-7,1.015884E-5,-1.789389E+2,
2.604477E-1,-6.493000E+2,-1.015710E-5,-1.881280E-7,9.997034E-6,-1.788470E+2,
6.613824E-1,-6.413000E+2,-9.995010E-6,-1.303860E-7,9.995860E-6,-1.792526E+2,
8.608524E-1,-6.234000E+2,-9.821790E-6,-2.793990E-7,9.825763E-6,-1.783706E+2,
1.060316E+0,-6.106000E+2,-9.803160E-6,-2.943000E-7,9.807577E-6,-1.782804E+2,
1.260811E+0,-5.851000E+2,-9.728650E-6,-1.043090E-7,9.729209E-6,-1.793857E+2,
1.461198E+0,-5.694000E+2,-9.846000E-6,1.303860E-8,9.846009E-6,1.799241E+2,
1.660706E+0,-5.398000E+2,-9.765910E-6,-1.862660E-8,9.765928E-6,-1.798907E+2,
1.861166E+0,-5.200000E+2,-9.967070E-6,1.434250E-7,9.968102E-6,1.791756E+2,
2.060685E+0,-5.045000E+2,-1.003790E-5,1.490130E-7,1.003901E-5,1.791495E+2,
2.261107E+0,-4.710000E+2,-1.061150E-5,2.533220E-7,1.061452E-5,1.786325E+2,
2.459605E+0,-4.558000E+2,-1.073080E-5,2.663600E-7,1.073411E-5,1.785781E+2,
2.660042E+0,-4.289000E+2,-1.071770E-5,1.247980E-7,1.071843E-5,1.793329E+2,
2.861524E+0,-4.158000E+2,-1.080530E-5,1.508750E-7,1.080635E-5,1.792000E+2,
3.059958E+0,-3.902000E+2,-1.113310E-5,2.495960E-7,1.113590E-5,1.787157E+2,
