Sample Name, AUS25x23_26G
Freq, 26, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
5.330000E-5,-6.638000E+2,4.800070E-6,-1.508750E-7,2.934212E-6,-1.091216E+0,
9.103330E-2,-6.640000E+2,2.872210E-6,0.000000E+0,2.872210E-6,0.000000E+0,
2.920906E-1,-6.636000E+2,2.814470E-6,4.470370E-8,2.814825E-6,9.099823E-1,
4.923987E-1,-6.632000E+2,2.723200E-6,7.636890E-8,2.724271E-6,1.606371E+0,
6.918996E-1,-6.486000E+2,2.751140E-6,3.352780E-8,2.751344E-6,6.982220E-1,
6.918996E-1,-6.486000E+2,2.751140E-6,3.352780E-8,2.766317E-6,8.101911E-1,
1.091849E+0,-6.238000E+2,2.814470E-6,7.823160E-8,2.815557E-6,1.592196E+0,
1.292323E+0,-5.980000E+2,3.019360E-6,1.154840E-7,3.021568E-6,2.190372E+0,
1.491773E+0,-5.822000E+2,3.175820E-6,5.960510E-8,3.176379E-6,1.075225E+0,
1.691258E+0,-5.526000E+2,3.451500E-6,2.235190E-8,3.451572E-6,3.710421E-1,
1.891716E+0,-5.360000E+2,3.507380E-6,1.341110E-7,3.509943E-6,2.189741E+0,
2.091125E+0,-5.060000E+2,3.801670E-6,-8.195680E-8,3.802553E-6,-1.234997E+0,
2.091125E+0,-5.060000E+2,3.801670E-6,-8.195680E-8,4.002663E-6,-3.869049E+0,
2.291627E+0,-4.903000E+2,3.993540E-6,-2.700850E-7,4.076695E-6,-1.387601E+0,
2.692613E+0,-4.482000E+2,4.204020E-6,-5.587960E-8,4.204391E-6,-7.615275E-1,
2.892026E+0,-4.327000E+2,4.394010E-6,-4.284110E-8,4.394219E-6,-5.586097E-1,
3.092465E+0,-4.076000E+2,4.736740E-6,5.587960E-8,4.737070E-6,6.758903E-1,
3.291999E+0,-3.976000E+2,4.947210E-6,7.823160E-8,4.947829E-6,9.059585E-1,
3.491477E+0,-3.757000E+2,5.269450E-6,1.136220E-7,5.270675E-6,1.235243E+0,
3.690878E+0,-3.671000E+2,5.507870E-6,8.754480E-8,5.508566E-6,9.106107E-1,
3.891373E+0,-3.476000E+2,5.969810E-6,1.415620E-7,5.971488E-6,1.358399E+0,
4.091840E+0,-3.392000E+2,6.185870E-6,1.899910E-7,6.188787E-6,1.759213E+0,
4.291243E+0,-3.207000E+2,6.185870E-6,1.899910E-7,6.555147E-6,6.838057E-1,
4.492728E+0,-3.117000E+2,6.709280E-6,1.341110E-7,6.710620E-6,1.145126E+0,
4.692190E+0,-2.929000E+2,6.854560E-6,8.009420E-8,6.855028E-6,6.694596E-1,
4.892663E+0,-2.811000E+2,6.917890E-6,2.607710E-8,6.917939E-6,2.159764E-1,
5.092088E+0,-2.605000E+2,6.917890E-6,-1.676390E-8,6.917910E-6,-1.388427E-1,
5.292565E+0,-2.605000E+2,6.917890E-6,-1.676390E-8,6.763463E-6,-4.102633E-1,
5.491087E+0,-2.378000E+2,6.575170E-6,-1.117590E-8,6.575179E-6,-9.738627E-2,
5.691517E+0,-2.181000E+2,6.122540E-6,5.960510E-8,6.122830E-6,5.577771E-1,
5.891979E+0,-2.068000E+2,5.953040E-6,1.210730E-7,5.954271E-6,1.165122E+0,
6.092422E+0,-1.937000E+2,5.740700E-6,2.775360E-7,5.747405E-6,2.767828E+0,
6.291937E+0,-1.716000E+2,5.340230E-6,3.483160E-7,5.351577E-6,3.731826E+0,
6.492362E+0,-1.606000E+2,4.982600E-6,3.799810E-7,4.997068E-6,4.361026E+0,
6.690828E+0,-1.408000E+2,4.394010E-6,2.086170E-7,4.398960E-6,2.718224E+0,
6.892291E+0,-1.303000E+2,4.222650E-6,1.844030E-7,4.226675E-6,2.500516E+0,
7.091791E+0,-1.103000E+2,3.898550E-6,1.937160E-7,3.903360E-6,2.844644E+0,
7.091791E+0,-1.103000E+2,3.898550E-6,1.937160E-7,3.757824E-6,1.221294E+0,
7.491691E+0,-9.130000E+1,3.555800E-6,1.154840E-7,3.557675E-6,1.860178E+0,
7.691141E+0,-6.790000E+1,3.129260E-6,8.940740E-8,3.130537E-6,1.636577E+0,
7.892631E+0,-5.890000E+1,2.810750E-6,1.732270E-7,2.816083E-6,3.526688E+0,
8.091119E+0,-3.770000E+1,2.330180E-6,1.415620E-7,2.334476E-6,3.476534E+0,
8.291532E+0,-2.860000E+1,2.147640E-6,1.732270E-7,2.154615E-6,4.611451E+0,
8.492043E+0,-7.800000E+0,1.570220E-6,2.160680E-7,1.585016E-6,7.834905E+0,
8.691467E+0,4.100000E+0,1.432380E-6,1.601880E-7,1.441309E-6,6.381071E+0,
8.891946E+0,1.490000E+1,1.186510E-6,2.216560E-7,1.207037E-6,1.058165E+1,
9.091385E+0,3.720000E+1,6.295780E-7,2.793980E-8,6.301977E-7,2.541040E+0,
9.291926E+0,4.710000E+1,2.551840E-7,8.754480E-8,2.697832E-7,1.893532E+1,
9.492390E+0,6.730000E+1,-4.339980E-7,8.754480E-8,4.427396E-7,1.685955E+2,
9.691835E+0,7.760000E+1,-9.015240E-7,1.266610E-7,9.103782E-7,1.720025E+2,
9.691835E+0,7.760000E+1,-9.015240E-7,1.266610E-7,1.463394E-6,1.776657E+2,
1.009275E+1,1.083000E+2,-1.929710E-6,8.754480E-8,1.931695E-6,1.774025E+2,
1.029220E+1,1.232000E+2,-2.359990E-6,2.272440E-7,2.370905E-6,1.744999E+2,
1.049270E+1,1.426000E+2,-2.952310E-6,3.483160E-7,2.972786E-6,1.732713E+2,
1.069114E+1,1.538000E+2,-3.093870E-6,2.849870E-7,3.106968E-6,1.747371E+2,
1.089265E+1,1.729000E+2,-3.471990E-6,1.434250E-7,3.474951E-6,1.776345E+2,
1.089265E+1,1.729000E+2,-3.471990E-6,1.434250E-7,3.688766E-6,1.778586E+2,
1.129153E+1,2.033000E+2,-4.174220E-6,2.011670E-7,4.179065E-6,1.772409E+2,
1.149203E+1,2.145000E+2,-4.341850E-6,1.862650E-7,4.345844E-6,1.775435E+2,
1.169151E+1,2.340000E+2,-4.874570E-6,1.583260E-7,4.877141E-6,1.781397E+2,
1.189095E+1,2.446000E+2,-5.275040E-6,1.527380E-7,5.277251E-6,1.783415E+2,
1.209136E+1,2.644000E+2,-5.921380E-6,5.029160E-8,5.921594E-6,1.795134E+2,
1.229189E+1,2.746000E+2,-6.096470E-6,-7.264360E-8,6.096903E-6,-1.793173E+2,
1.249138E+1,2.949000E+2,-6.437330E-6,-1.825400E-7,6.439918E-6,-1.783757E+2,
1.269283E+1,3.045000E+2,-6.452230E-6,-3.073380E-7,6.459546E-6,-1.772729E+2,
1.289125E+1,3.141000E+2,-6.634770E-6,-2.607720E-7,6.639893E-6,-1.777492E+2,
1.309280E+1,3.379000E+2,-6.748390E-6,-2.365570E-7,6.752535E-6,-1.779924E+2,
1.329223E+1,3.470000E+2,-6.735350E-6,-2.607720E-7,6.740396E-6,-1.777828E+2,
1.349264E+1,3.686000E+2,-6.467130E-6,-1.676390E-7,6.469302E-6,-1.785151E+2,
1.369214E+1,3.782000E+2,-6.301360E-6,-8.940740E-8,6.301994E-6,-1.791871E+2,
1.389157E+1,4.024000E+2,-5.872950E-6,-9.872060E-8,5.873780E-6,-1.790370E+2,
1.409202E+1,4.115000E+2,-5.632670E-6,-1.378370E-7,5.634356E-6,-1.785982E+2,
1.429157E+1,4.328000E+2,-5.222890E-6,-1.769520E-7,5.225887E-6,-1.780596E+2,
1.449199E+1,4.420000E+2,-5.068290E-6,-1.471500E-7,5.070426E-6,-1.783370E+2,
1.469251E+1,4.533000E+2,-4.803790E-6,-1.974410E-7,4.807846E-6,-1.776464E+2,
1.489191E+1,4.750000E+2,-4.323230E-6,-1.955790E-7,4.327652E-6,-1.774098E+2,
1.509136E+1,4.858000E+2,-4.194710E-6,-7.078100E-8,4.195307E-6,-1.790333E+2,
1.529185E+1,5.080000E+2,-3.870610E-6,7.450640E-9,3.870617E-6,1.798897E+2,
1.549129E+1,5.191000E+2,-3.865020E-6,4.470370E-8,3.865279E-6,1.793373E+2,
1.569176E+1,5.292000E+2,-3.816590E-6,6.891830E-8,3.817212E-6,1.789655E+2,
1.589223E+1,5.486000E+2,-3.678740E-6,-4.656640E-8,3.679035E-6,-1.792748E+2,
1.609270E+1,5.683000E+2,-3.431010E-6,-3.539040E-7,3.449214E-6,-1.741108E+2,
