Sample Name, AUS25x23_16G
Freq, 16, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
3.570000E-5,-6.550000E+2,-8.108150E-6,-1.601880E-7,8.109732E-6,-1.788682E+2,
4.929830E-2,-6.550000E+2,-8.108150E-6,-1.601880E-7,8.109732E-6,-1.788682E+2,
4.929830E-2,-6.550000E+2,-8.108150E-6,-1.601880E-7,8.001868E-6,-1.782792E+2,
4.492795E-1,-6.551000E+2,-8.240400E-6,2.793980E-8,8.240447E-6,1.798057E+2,
6.477324E-1,-6.470000E+2,-8.234810E-6,-3.352780E-8,8.234878E-6,-1.797667E+2,
8.491278E-1,-6.275000E+2,-7.988940E-6,-1.452870E-7,7.990261E-6,-1.789581E+2,
1.048594E+0,-6.153000E+2,-8.069040E-6,-1.303860E-7,8.070093E-6,-1.790743E+2,
1.248054E+0,-6.015000E+2,-8.044820E-6,-1.825400E-7,8.046891E-6,-1.787002E+2,
1.448602E+0,-5.707000E+2,-8.169620E-6,-1.676390E-7,8.171340E-6,-1.788245E+2,
1.648060E+0,-5.543000E+2,-8.098840E-6,-2.067550E-7,8.101479E-6,-1.785376E+2,
1.849560E+0,-5.244000E+2,-8.298140E-6,-2.160680E-7,8.300953E-6,-1.785085E+2,
2.047936E+0,-5.081000E+2,-8.411760E-6,-1.750900E-7,8.413582E-6,-1.788076E+2,
2.249441E+0,-4.787000E+2,-8.558910E-6,-2.905740E-7,8.563841E-6,-1.780556E+2,
2.447917E+0,-4.598000E+2,-8.596170E-6,-2.887120E-7,8.601017E-6,-1.780764E+2,
2.648299E+0,-4.474000E+2,-8.579400E-6,-4.228220E-7,8.589813E-6,-1.771786E+2,
2.848840E+0,-4.172000E+2,-8.624110E-6,-2.644970E-7,8.628165E-6,-1.782433E+2,
3.048315E+0,-4.063000E+2,-8.573810E-6,-2.551840E-7,8.577607E-6,-1.782952E+2,
3.247827E+0,-3.835000E+2,-8.810370E-6,-1.750900E-7,8.812110E-6,-1.788615E+2,
3.448176E+0,-3.746000E+2,-9.054380E-6,-7.078100E-8,9.054657E-6,-1.795521E+2,
3.647639E+0,-3.630000E+2,-9.052510E-6,-1.136220E-7,9.053223E-6,-1.792809E+2,
3.848139E+0,-3.445000E+2,-8.963110E-6,-2.738110E-7,8.967291E-6,-1.782502E+2,
4.047638E+0,-3.360000E+2,-9.007810E-6,-2.868490E-7,9.012376E-6,-1.781761E+2,
4.249104E+0,-3.181000E+2,-8.834580E-6,-4.470370E-7,8.845883E-6,-1.771033E+2,
4.448593E+0,-3.087000E+2,-8.598030E-6,-3.781190E-7,8.606340E-6,-1.774819E+2,
4.649032E+0,-2.902000E+2,-7.793370E-6,-3.837070E-7,7.802810E-6,-1.771813E+2,
4.849481E+0,-2.796000E+2,-7.454330E-6,-3.576300E-7,7.462904E-6,-1.772533E+2,
5.047943E+0,-2.606000E+2,-6.567720E-6,-3.259650E-7,6.575804E-6,-1.771587E+2,
5.249414E+0,-2.505000E+2,-6.243620E-6,-1.918530E-7,6.246567E-6,-1.782400E+2,
5.447884E+0,-2.304000E+2,-5.407290E-6,1.322490E-7,5.408907E-6,1.785990E+2,
5.649324E+0,-2.193000E+2,-5.107400E-6,1.899910E-7,5.110933E-6,1.778696E+2,
5.848771E+0,-1.966000E+2,-4.444300E-6,1.434250E-7,4.446614E-6,1.781516E+2,
6.048249E+0,-1.855000E+2,-4.150000E-6,2.048920E-7,4.155055E-6,1.771735E+2,
6.247696E+0,-1.660000E+2,-3.373260E-6,-3.352780E-8,3.373427E-6,-1.794305E+2,
6.448151E+0,-1.547000E+2,-2.935540E-6,-9.499540E-8,2.937077E-6,-1.781465E+2,
6.648685E+0,-1.452000E+2,-2.518310E-6,-1.750900E-7,2.524389E-6,-1.760228E+2,
6.848086E+0,-1.252000E+2,-1.600020E-6,-4.656630E-7,1.666405E-6,-1.637731E+2,
7.048604E+0,-1.123000E+2,-1.346700E-6,-4.582130E-7,1.422519E-6,-1.612092E+2,
7.248003E+0,-9.230000E+1,-8.922110E-7,-4.190970E-7,9.857397E-7,-1.548392E+2,
7.448484E+0,-8.280000E+1,-8.922110E-7,-4.190970E-7,9.556649E-7,-1.522363E+2,
7.647985E+0,-6.210000E+1,-6.575170E-7,-2.868490E-7,7.173639E-7,-1.564302E+2,
